Unnamed: 0,RN (alteragao),Unnamed: 2,Unnamed: 3,e,o,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,PROCEDIMENTO,VIGENCIA,Unnamed: 4,Unnamed: 5,AMB,HCO,T,o],| o,oo,0,VIGENCIA (alteragao),=,I,Unnamed: 10,PROCEDIMENTO (alteragao),Unnamed: 1,==,=.1,PROCEDIMENT!,RN VIGENCIA (alteragao),(alteragao),AMB HCO,] o =,[,],RN (alteragao) i,o.1,AMB o,e o,PAC,T.1,HCO 0,i,3,RN (alteragao) 0,AMB e,CAPITULO,S,N,LN3NIG300d,(oeesaye) NY,VIONIOIA,anv,OH,|,m |,OH o,vd
FRATURA COMINUTIVA DE MANDIBULA - REDUCAO CIRURGICA COM FIXACAO OSSEA E BLOQUEIO INTERMAXILAR EVENTUAL,,,HCO,,,CABECAE PESCOCO,,,,,,HSO,TRAUMA CRANIO-MAXILO-FACIAL,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRATURA LEFORT I, Il OU lll- FIXAGAO CIRURGICA COM SINTESE OSSEA, LEVANTAMENTO CRANIO-MAXILA E BLOQUEIO INTERMAXILAR EVENTUAL",,,HCO,,,CABEGA E PESCOGO,,,,,,HSO,TRAUMA CRANIO-MAXILO-FACIAL,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRATURA SIMPLES OU COMPLEXA DE MANDIBULA - REDUGAO CIRURGICA COM FIXACAO OSSEA E BLOQUEIO INTERMAXILAR EVENTUAL,,,HCO,,,CABECAE PESCOCO,,,,,,HSO,TRAUMA CRANIO-MAXILO-FACIAL,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDUGAO DE FRATURA DO ARCO ZIGOMATICO COM OU SEM FIXAGAQ,,,HCO,,,CABEGA E PESCOGO,,,,,,HSO,TRAUMA CRANIO-MAXILO-FACIAL,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDUGAO DE FRATURA DE SEIO FRONTAL,,,HCO,,,CABECAE PESCOCO,,,,,,HSO,TRAUMA CRANIO-MAXILO-FACIAL,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDUAO DE FRATURA DO MALAR COM OU SEM FIXAGAO,,,HCO,,,CABEGA E PESCOGO,,,,,,HSO,TRAUMA CRANIO-MAXILO-FACIAL,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDUGCAO DE FRATURAS DE CONDILO MANDIBULAR,,,HCO,,,CABECAE PESCOCO,,,,,,HSO,TRAUMA CRANIO-MAXILO-FACIAL,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDUAO INCRUENTA DE FRATURA DE MANDIBULA,,,HCO,,,CABEGA E PESCOGO,,,,,,HSO,TRAUMA CRANIO-MAXILO-FACIAL,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETIRADA DOS MEIOS DE FIXAGAO (NA FACE),,,HCO,AMB,,CABECAE PESCOCO,,,,,,HSO,TRAUMA CRANIO-MAXILO-FACIAL,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TRATAMENTO DE FRATURA DE MANDIBULA COM OU SEM CONTENGAO, FIXAGAO OSSEA E BLOQUEIO INTERMAXILAR EVENTUAL",,,HCO,,,CABEGA E PESCOGO,,,,,,HSO,TRAUMA CRANIO-MAXILO-FACIAL,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TRATAMENTO DE FRATURA DE MAXILA, REDUGAO CIRURGICA COM FIXAGAO OSSEA OU APLICACAO DE LEVANTAMENTO ZIGOMATICO MAXILAR E BLOQUEIO INTERMAXILAR EVENTUAL",,,HCO,,,CABECAE PESCOCO,,,,,,HSO,TRAUMA CRANIO-MAXILO-FACIAL,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRATAMENTO DE FRATURA NASO-ORBITO-ETMOIDAL,,,HCO,,,CABEGA E PESCOGO,,,,,,HSO,TRAUMA CRANIO-MAXILO-FACIAL,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRATAMENTO DE FRATURAS ALVEOLARES FIXAGAO COM APARELHO E CONTENGAO,,,HCO,,,CABECAE PESCOCO,,,,,,HSO,TRAUMA CRANIO-MAXILO-FACIAL,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TRATAMENTO DE FRATURAS MULTIPLAS E/OU COMPLEXAS DO TERCO MEDIO DA FACE, FIXAGAO CIRURGICA COM SINTESE OSSEA, LEVANTAMENTO CRANIO MAXILAR, BLOQUEIO INTERMAXILAR, ENXERTO OSSEO E HALO CRANIANO EVENTUAL",,,HCO,,,CABEGA E PESCOGO,,,,,,HSO,TRAUMA CRANIO-MAXILO-FACIAL,,,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO,144.0,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO,97.0,AMB,HCO,,,,,,,,,,,oD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO,,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HSO,,,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,,,,,,,,,,,,,,,,,,TRATAMENTO CIRURGICO DE LUXAGAO DA ATM,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HSO,,,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,,,,,,,,,,,,,,,,,,TRATAMENTO CIRURGICO DE TUMORES E EXOSTOSES,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HSO,,,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,,,,,,,,,,,,,,,,,,TRATAMENTO CIRURGICO OU ARTROPLASTIA PARA LUXACAO DA ARTICULAGAO TEMPORO-MANDIBULAR,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HSO,,,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,CIRURGIA REPARADORA E FUNCIONAL DA FACE,,,,,,,,,,,,,,,,,,TRATAMENTO CIRURGICO OU ARTROPLASTIA PARA LUXAGAO DA ARTICULAGAO TEMPORO-MANDIBULAR POR ARTROSCOPIA,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HSO,,,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,FACE,,,,,,,,,,,,,,,,,,"CORRECAO DE TUMORES, CICATRIZES OU FERIMENTOS COM O AUXILIO DE EXPANSORES DE TECIDOS",HCO,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HSO,,,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,FACE,,,,,,,,,,,,,,,,,,EXERESE DE CISTO,AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HSO,,,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,FACE,,,,,,,,,,,,,,,,,,EXERESE DE TUMOR OU FISTULA,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HSO,,,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,FACE,,,,,,,,,,,,,,,,,,"HEMIATROFIA FACIAL, CORRECAO COM ENXERTO DE GORDURA OU IMPLANTE",HCO,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HSO,,,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,FACE,,,,,,,,,,,,,,,,,,"REANIMAGAO COM O MUSCULO TEMPORAL PARA O TRATAMENTO DA PARALISIA FACIAL, COM OU SEM NEUROTIZACAO",HCO,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HSO,,,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,FACE,,,,,,,,,,,,,,,,,,RECONSTRUGAO COM RETALHO AXIAL DA ARTERIA TEMPORAL SUPERFICIAL,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HSO,,,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,FACE,,,,,,,,,,,,,,,,,,RECONSTRUGCAO COM RETALHOS AXIAIS SUPRA-ORBITAIS E SUPRATROCLEARES,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HSO,,,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,FACE,,,,,,,,,,,,,,,,,,RECONSTRUCAO COM RETALHOS EM VY DE PEDICULO SUBARTERIAL,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HSO,,,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,FACE,,,,,,,,,,,,,,,,,,RECONSTRUGAO COM ROTAGAO DO MUSCULO TEMPORAL,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HSO,,,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,85.0,MANDIBULA E MAXILA,,,,,,,,,,,,,oD,,,,,BIOPSIA DE MANDIBULA/MAXILA (COM DIRETRIZ DE UTILIZAGAO),AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HSO,,,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,87.0,MANDIBULA E MAXILA,,,,,,,,,,,,,oD,,,,,TRATAMENTO CIRURGICO DE TUMORES BENIGNOS ODONTOGENICOS SEM RECONSTRUGAO (COM DIRETRIZ DE UTILIZAGAO),AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HSO,,,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,,MANDIBULA E MAXILA,,,,,,,,,,,,,oD,,,,,REMOCAO DE ODONTOMA,AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HSO,,,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,88.0,MANDIBULA E MAXILA,,,,,,,,,,,,,oD,,,,,TRATAMENTO CIRURGICO DE HIPERPLASIAS DE TECIDOS OSSEOS/CARTILAGINOSOS NA REGIAO BUCO- MAXILO-FACIAL (COM DIRETRIZ DE UTILIZACAO),AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HSO,,,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,88.0,MANDIBULA E MAXILA,,,,,,,,,,,,,oD,,,,,TRATAMENTO CIRURGICO DE TUMORES BENIGNOS DE TECIDOS OSSEOS/CARTILAGINOSOS NA REGIAO BUCO-MAXILO-FACIAL (COM DIRETRIZ DE UTILIZACAO),AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HSO,,,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,,91.0,MANDIBULA E MAXILA,,,,,,,,,,,,,oD,,,,,EXERESE DE PEQUENOS CISTOS DE MANDIBULA/MAXILA (COM DIRETRIZ DE UTILIZAGAO),AMB HCO,,,,,,,,,,,,,,,,,,,,,,,,,,
RESSECGAO SECCIONAL DA MANDIBULA,,,,,,CABECAE PESCOCO,,,,,,,MANDIBULA E MAXILA,,HCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO REF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEM ESVAZIAMENTO GANGLIONAR CERVICAL COM OU SEM ENXERTO OSSEO,,,,,,CABEGA E PESCOGO,,,,,,,MANDIBULA E MAXILA,,HCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO REF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEM ESVAZIAMENTO ORBITAL E RINOTOMIA LATERAL,,,,,,CABECAE PESCOCO,,,,,,,MANDIBULA E MAXILA,,HCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO REF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECONSTRUGCAO A CUSTA DE OSTEOMIOCUTANEO,,,,,,CABEGA E PESCOGO,,,,,,,MANDIBULA E MAXILA,,HCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO REF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECONSTRUGAO MICROCIRURGICA,,,,,,CABECAE PESCOCO,,,,,,,MANDIBULA E MAXILA,,HCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO REF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"THROUGH"" PARA TUMORES DA BOCA COM ESVAZIAMENTO",,,,,,CABEGA E PESCOGO,,,,,,,MANDIBULA E MAXILA,,HCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO REF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDIBULA COM DESARTICULAGAO DE ATM,,,,,,CABECAE PESCOCO,,,,,,,MANDIBULA E MAXILA,,HCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO REF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDIBULA (SEGMENTAR OU SECCIONAL),,,,,,CABEGA E PESCOGO,,,,,,,MANDIBULA E MAXILA,,HCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,REF HSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPLORADORA,,,,,,CABECAE PESCOCO,,,,,,,PESCOCO,,HCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO REF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERVICAL PROFUNDO,,,,,,CABEGA E PESCOGO,,,,,,,PESCOCO,,HCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO REF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,CABECAE PESCOCO,,,,,,,PESCOCO,,HCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO REF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,CABEGA E PESCOGO,,,,,,,PESCOCO,,HCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO REF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OU FISTULA CERVICAL,,,,,,CABECAE PESCOCO,,,,,,,PESCOCO,,HCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO REF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROFUNDA,,,,,,CABEGA E PESCOGO,,,,,,,PESCOCO,,HCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO REF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPERFICIAL,,AMB,,,,CABECAE PESCOCO,,,,,,,PESCOCO,,HCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO REF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CERVICAL - EXERESE,,,,,,CABEGA E PESCOGO,,,,,,,PESCOCO,,HCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO REF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COM ESVAZIAMENTO CERVICAL COM OU SEM RECONSTRUGAO A CUSTA DE,,,,,,CABECAE PESCOCO,,,,,,,PESCOCO,,HCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO REF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PESCOCO,,AMB,,,,CABEGA E PESCOGO,,,,,,,PESCOCO,,HCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO REF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESOFAGO CERVICAL,,,,,,CABECAE PESCOCO,,,,,,,PESCOCO,,HCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,,HSO REF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RESSECGAO DE TUMOR DE CORPO CAROTIDEO,,,,,,PESCOCO,,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,HSO,REF,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETRACAO CICATRICIAL CERVICAL COM OU SEM EMPREGO DE EXPANSORES DE TECIDO,,,,,,PESCOCO,,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,HSO,REF,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TORCICOLO CONGENITO - TRATAMENTO CIRURGICO,,,,,,PESCOCO,,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,HSO,REF,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRATAMENTO CIRURGICO DA LIPOMATOSE CERVICAL,,,,,,PESCOCO,,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,HSO,REF,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRATAMENTO CIRURGICO DE FiISTULA COM RETALHO CUTANEO,,,,,,PESCOCO,,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,HSO,REF,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOPSIA DE TIREOIDE,,,,,AMB,TIREOIDE,,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,HSO,REF,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOCIO MERGULHANTE: EXTIRPAGA,,,,,,TIREOIDE,,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,HSO,REF,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISTMECTOMIA OU NODULECTOMIA,,,,,,TIREOIDE,,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,HSO,REF,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIREOIDECTOMIA PARCIAL OU TOTAL COM OU SEM ESVAZIAMENTO GANGLIONAR,,,,,,TIREOIDE,,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,HSO,REF,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOPSIA DE PARATIREOIDE,,,,,AMB,,,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,HSO,REF,,HCO,,,,,,,PARATIREOIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARATIREOIDECTOMIA COM ESVAZIAMENTO CERVICAL,,,,,,,,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,HSO,REF,,HCO,,,,,,,PARATIREOIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARATIREOIDECTOMIA COM TORACOTOMIA,,,,,,,,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,HSO,REF,,HCO,,,,,,,PARATIREOIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARATIREOIDECTOMIA SUBTOTAL,,,,,,,,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,HSO,REF,,HCO,,,,,,,PARATIREOIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARATIREOIDECTOMIA TOTAL COM IMPLANTE DE PARATIREOIDES,,,,,,,,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,HSO,REF,,HCO,,,,,,,PARATIREOIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REIMPLANTE DE PARATIREOIDE PREVIAMENTE PRESERVADA,,,,,,,,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,HSO,REF,,HCO,,,,,,,PARATIREOIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRATAMENTO CIRURGICO DO HIPERPARATIREOIDISMO,,,,,,,,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,HSO,REF,,HCO,,,,,,,PARATIREOIDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRANIOPLASTIA,,,,,,CRANIO,,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,HSO,REF,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRANIOTOMIA OU CRANIECTOMIA DESCOMPRESSIVA,,,,,,CRANIO,,CABECAE PESCOCO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,HSO,REF,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRANIOTOMIA PARA TUMORES OSSEOS,,,,,,CRANIO,,CABEGA E PESCOGO,PROCEDIMENTOS CIRURGICOS E INVASIVOS,,,HSO,REF,,HCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
